PROGRAMA;CONCURSO;FOLIO;ANOPOSTULACION;ANO FALLO;RESPONSABLE PROYECTO;SEXO_RESPONSABLE;NOMBREINVEQUIPO;ROLINVEQUIPO;SEXOINVEQUIPO;INSTITUCIONEQUIPO
FONDECYT;FONDECYT REGULAR 2021;1210156;2020;2021;ERNESTO CASTILLO DEL BARRIO;HOMBRE;ERNESTO CASTILLO DEL BARRIO;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD DE SANTIAGO DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210156;2020;2021;ERNESTO CASTILLO DEL BARRIO;HOMBRE;MARCELA ANDREA CRUCHAGA;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE SANTIAGO DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210156;2020;2021;ERNESTO CASTILLO DEL BARRIO;HOMBRE;NELSON ORLANDO MORAGA BENAVIDES;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE LA SERENA
FONDECYT;FONDECYT REGULAR 2021;1210157;2020;2021;CHRISTOPHER MARTINEZ NOURDIN;HOMBRE;CHRISTOPHER MARTINEZ NOURDIN;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD CATOLICA DE TEMUCO
FONDECYT;FONDECYT REGULAR 2021;1210157;2020;2021;CHRISTOPHER MARTINEZ NOURDIN;HOMBRE;JUAN CARLOS ARELLANO GONZALEZ;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD CATOLICA DE TEMUCO
FONDECYT;FONDECYT REGULAR 2021;1210157;2020;2021;CHRISTOPHER MARTINEZ NOURDIN;HOMBRE;RODOLFO DE CAMARGO LIMA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD CATOLICA DE TEMUCO
FONDECYT;FONDECYT REGULAR 2021;1210166;2020;2021;FRANCISCO FONTURBEL RADA;HOMBRE;FRANCISCO FONTURBEL RADA;INVESTIGADOR(A) RESPONSABLE;HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO
FONDECYT;FONDECYT REGULAR 2021;1210166;2020;2021;FRANCISCO FONTURBEL RADA;HOMBRE;ROBERTO FERNANDO NESPOLO ROSSI;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD AUSTRAL DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210168;2020;2021;CARLOS VASQUEZ EHRENFELD;HOMBRE;CARLOS VASQUEZ EHRENFELD;INVESTIGADOR(A) RESPONSABLE;HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO
FONDECYT;FONDECYT REGULAR 2021;1210168;2020;2021;CARLOS VASQUEZ EHRENFELD;HOMBRE;RADU SAGHIN;COINVESTIGADOR(A);HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO
FONDECYT;FONDECYT REGULAR 2021;1210169;2020;2021;GONZALO MARIN GAME;HOMBRE;GONZALO MARIN GAME;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210169;2020;2021;GONZALO MARIN GAME;HOMBRE;ALFONSO DEICHLER;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210169;2020;2021;GONZALO MARIN GAME;HOMBRE;XIMENA ROJAS SEGURA;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210169;2020;2021;GONZALO MARIN GAME;HOMBRE;JORGE MPODOZIS MARIN;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210171;2020;2021;CRISTIAN VARGAS GALVEZ;HOMBRE;CRISTIAN VARGAS GALVEZ;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD DE CONCEPCION
FONDECYT;FONDECYT REGULAR 2021;1210171;2020;2021;CRISTIAN VARGAS GALVEZ;HOMBRE;MAURICIO ANDRONICO URBINA FONERON;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CONCEPCION
FONDECYT;FONDECYT REGULAR 2021;1210176;2020;2021;ADOLFO GARCIA;HOMBRE;ADOLFO GARCIA;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD DE SANTIAGO DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210176;2020;2021;ADOLFO GARCIA;HOMBRE;AGUSTIN AGUSTIN IBANEZ;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD ADOLFO IBANEZ
FONDECYT;FONDECYT REGULAR 2021;1210176;2020;2021;ADOLFO GARCIA;HOMBRE;ANDREA SLACHEVSKY CHONCHOL;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210176;2020;2021;ADOLFO GARCIA;HOMBRE;LORETO DE LOS ANGELES OLAVARRIA VERA;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210176;2020;2021;ADOLFO GARCIA;HOMBRE;EDINSON ALEJANDRO MUNOZ ARIAS;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE SANTIAGO DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210176;2020;2021;ADOLFO GARCIA;HOMBRE;PEDRO FRANCISCO CHANA CUEVAS;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE SANTIAGO DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210177;2020;2021;RICARDO OYARZUN LUCERO;HOMBRE;JOSE LUIS ARUMI RIBERA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CONCEPCION
FONDECYT;FONDECYT REGULAR 2021;1210177;2020;2021;RICARDO OYARZUN LUCERO;HOMBRE;SHELLEY ANNE MACDONELL .;COINVESTIGADOR(A);MUJER;CORPORACION CENTRO DE ESTUDIOS AVANZADOS EN ZONAS ARIDAS
FONDECYT;FONDECYT REGULAR 2021;1210177;2020;2021;RICARDO OYARZUN LUCERO;HOMBRE;DENISSE JAVIERA DUHALDE SAEZ;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE LA SERENA
FONDECYT;FONDECYT REGULAR 2021;1210177;2020;2021;RICARDO OYARZUN LUCERO;HOMBRE;RICARDO OYARZUN LUCERO;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD DE LA SERENA
FONDECYT;FONDECYT REGULAR 2021;1210178;2020;2021;LUIS CORTINEZ FERNANDEZ;HOMBRE;GONZALO NICOLAS BONCOMPTE LEZAETA;COINVESTIGADOR(A);HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210178;2020;2021;LUIS CORTINEZ FERNANDEZ;HOMBRE;MARCELA PATRICIA CARRASCO GORMAN;COINVESTIGADOR(A);MUJER;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210178;2020;2021;LUIS CORTINEZ FERNANDEZ;HOMBRE;JUAN PABLO Q CRUZ QUIROGA;COINVESTIGADOR(A);HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210178;2020;2021;LUIS CORTINEZ FERNANDEZ;HOMBRE;LUIS CORTINEZ FERNANDEZ;INVESTIGADOR(A) RESPONSABLE;HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210178;2020;2021;LUIS CORTINEZ FERNANDEZ;HOMBRE;MAURICIO ENRIQUE IBACACHE FIGUEROA;COINVESTIGADOR(A);HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210178;2020;2021;LUIS CORTINEZ FERNANDEZ;HOMBRE;RANGANATHA SITARAM;COINVESTIGADOR(A);HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210178;2020;2021;LUIS CORTINEZ FERNANDEZ;HOMBRE;SEBASTIAN PAREDES ENGBER;COINVESTIGADOR(A);HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210178;2020;2021;LUIS CORTINEZ FERNANDEZ;HOMBRE;VICTOR ELISEO CONTRERAS IBACACHE;COINVESTIGADOR(A);HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210183;2020;2021;GERMAN PAREDES BELMAR;HOMBRE;ANDRES BRONFMAN CACERES;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD ANDRES BELLO
FONDECYT;FONDECYT REGULAR 2021;1210183;2020;2021;GERMAN PAREDES BELMAR;HOMBRE;GERMAN PAREDES BELMAR;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD ANDRES BELLO
FONDECYT;FONDECYT REGULAR 2021;1210183;2020;2021;GERMAN PAREDES BELMAR;HOMBRE;GUILLERMO OCTAVIO LATORRE NUNEZ;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DEL BIO-BIO
FONDECYT;FONDECYT REGULAR 2021;1210184;2020;2021;JORGE LEON CANALES;HOMBRE;CLAUDIO MOURGUES;COINVESTIGADOR(A);HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210184;2020;2021;JORGE LEON CANALES;HOMBRE;ROSITA JÜNEMANN URETA;COINVESTIGADOR(A);MUJER;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210184;2020;2021;JORGE LEON CANALES;HOMBRE;JORGE LEON CANALES;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD TECNICA FEDERICO SANTA MARIA
FONDECYT;FONDECYT REGULAR 2021;1210184;2020;2021;JORGE LEON CANALES;HOMBRE;PATRICIO CATALAN MONDACA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD TECNICA FEDERICO SANTA MARIA
FONDECYT;FONDECYT REGULAR 2021;1210188;2020;2021;RODRIGO GIACAMAN SARAH;HOMBRE;CARLA PAOLA LOZANO MORAGA;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210188;2020;2021;RODRIGO GIACAMAN SARAH;HOMBRE;CONSTANZA E. FERNANDEZ;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE TALCA
FONDECYT;FONDECYT REGULAR 2021;1210188;2020;2021;RODRIGO GIACAMAN SARAH;HOMBRE;FABIANE MANKE NACHTIGALL;COINVESTIGADOR(A);MUJER;UNIVERSIDAD AUTONOMA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210188;2020;2021;RODRIGO GIACAMAN SARAH;HOMBRE;FABIOLA ANDREA ROMERO CUEVAS;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE TALCA
FONDECYT;FONDECYT REGULAR 2021;1210188;2020;2021;RODRIGO GIACAMAN SARAH;HOMBRE;KARLA FRANCESCA GAMBETTA TESSINI;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE TALCA
FONDECYT;FONDECYT REGULAR 2021;1210188;2020;2021;RODRIGO GIACAMAN SARAH;HOMBRE;LEONARDO SILVA SANTOS;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE TALCA
FONDECYT;FONDECYT REGULAR 2021;1210188;2020;2021;RODRIGO GIACAMAN SARAH;HOMBRE;RODRIGO GIACAMAN SARAH;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD DE TALCA
FONDECYT;FONDECYT REGULAR 2021;1210193;2020;2021;JOSE MEJIA LOPEZ;HOMBRE;JOSE MEJIA LOPEZ;INVESTIGADOR(A) RESPONSABLE;HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210195;2020;2021;AGUSTIN IBANEZ;HOMBRE;ADOLFO MARTIN GARCIA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE SANTIAGO DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210195;2020;2021;AGUSTIN IBANEZ;HOMBRE;AGUSTIN IBANEZ;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD ADOLFO IBANEZ
FONDECYT;FONDECYT REGULAR 2021;1210195;2020;2021;AGUSTIN IBANEZ;HOMBRE;ALEJANDRA NEELY PRADO;COINVESTIGADOR(A);MUJER;UNIVERSIDAD ADOLFO IBANEZ
FONDECYT;FONDECYT REGULAR 2021;1210195;2020;2021;AGUSTIN IBANEZ;HOMBRE;ANDREA SLACHEVSKY CHONCHOL;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210195;2020;2021;AGUSTIN IBANEZ;HOMBRE;RODRIGO ALEJANDRO SANTIBANEZ MOREIRA;COINVESTIGADOR(A);HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210199;2020;2021;CARSTEN-ANDREAS SCHULZ;HOMBRE;CARSTEN-ANDREAS SCHULZ;INVESTIGADOR(A) RESPONSABLE;HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210208;2020;2021;JOSE RODRIGUEZ PEREZ;HOMBRE;CRISTIAN GARCIA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE TALCA
FONDECYT;FONDECYT REGULAR 2021;1210208;2020;2021;JOSE RODRIGUEZ PEREZ;HOMBRE;FREDDY ARTURO FLORES BAHAMONDE;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD ANDRES BELLO
FONDECYT;FONDECYT REGULAR 2021;1210208;2020;2021;JOSE RODRIGUEZ PEREZ;HOMBRE;JOSE RODRIGUEZ PEREZ;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD ANDRES BELLO
FONDECYT;FONDECYT REGULAR 2021;1210208;2020;2021;JOSE RODRIGUEZ PEREZ;HOMBRE;LUCA TARISCIOTTI;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD ANDRES BELLO
FONDECYT;FONDECYT REGULAR 2021;1210209;2020;2021;GONZALO MAIER CRUZ;HOMBRE;GONZALO MAIER CRUZ;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD ANDRES BELLO
FONDECYT;FONDECYT REGULAR 2021;1210214;2020;2021;OSVALDO ARTAZA VARELA;HOMBRE;OSVALDO ARTAZA VARELA;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD DE TALCA
FONDECYT;FONDECYT REGULAR 2021;1210214;2020;2021;OSVALDO ARTAZA VARELA;HOMBRE;RAUL ANTONIO CARNEVALI RODRIGUEZ;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE TALCA
FONDECYT;FONDECYT REGULAR 2021;1210214;2020;2021;OSVALDO ARTAZA VARELA;HOMBRE;RODRIGO ALDONEY RAMIREZ;COINVESTIGADOR(A);HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210214;2020;2021;OSVALDO ARTAZA VARELA;HOMBRE;SEBASTIAN ANDRES GALLEGUILLOS AGURTO;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE TALCA
FONDECYT;FONDECYT REGULAR 2021;1210215;2020;2021;ANGEL GORDO MOLINA;HOMBRE;ANGEL GORDO MOLINA;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD ADOLFO IBANEZ
FONDECYT;FONDECYT REGULAR 2021;1210215;2020;2021;ANGEL GORDO MOLINA;HOMBRE;DIEGO MELO CARRASCO;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD ADOLFO IBANEZ
FONDECYT;FONDECYT REGULAR 2021;1210216;2020;2021;ALEJANDRO PEREZ MATUS;HOMBRE;ALEJANDRO PEREZ MATUS;INVESTIGADOR(A) RESPONSABLE;HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210216;2020;2021;ALEJANDRO PEREZ MATUS;HOMBRE;MANUEL RICARDO BELDADE DO O DE OLIVEIRA BELDDE;COINVESTIGADOR(A);HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210219;2020;2021;LUIS EBENSPERGER EBENSPERGER;HOMBRE;LUIS EBENSPERGER PESCE;INVESTIGADOR(A) RESPONSABLE;HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210221;2020;2021;FRANCISCO SUAREZ POCH;HOMBRE;ALBERTO PATRICIO DE LA FUENTE STRANGER;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210221;2020;2021;FRANCISCO SUAREZ POCH;HOMBRE;SARAH TIPHAINE LERAY PARIS;COINVESTIGADOR(A);MUJER;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210221;2020;2021;FRANCISCO SUAREZ POCH;HOMBRE;CARLOS ALBERTO BONILLA MELENDEZ;COINVESTIGADOR(A);HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210221;2020;2021;FRANCISCO SUAREZ POCH;HOMBRE;FRANCISCO SUAREZ POCH;INVESTIGADOR(A) RESPONSABLE;HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210227;2020;2021;BERNARDO PAGNONCELLI KULNIG;HOMBRE;BERNARDO PAGNONCELLI -;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD ADOLFO IBANEZ
FONDECYT;FONDECYT REGULAR 2021;1210227;2020;2021;BERNARDO PAGNONCELLI KULNIG;HOMBRE;TITO MANLIO BRELAZ HOMEM-DE-MELLO;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD ADOLFO IBANEZ
FONDECYT;FONDECYT REGULAR 2021;1210232;2020;2021;JOSE SANTOS HERCEG;HOMBRE;JOSE SANTOS HERCEG;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD DE SANTIAGO DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210232;2020;2021;JOSE SANTOS HERCEG;HOMBRE;MARIA JOSE LOPEZ MERINO;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210232;2020;2021;JOSE SANTOS HERCEG;HOMBRE;MARIA CAROLINA PIZARRO CORTES;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE SANTIAGO DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210234;2020;2021;GONZALO SEVERIN FUSTER;HOMBRE;BRUNO GUSTAVO CAPRILE BIERMANN;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DEL DESARROLLO
FONDECYT;FONDECYT REGULAR 2021;1210234;2020;2021;GONZALO SEVERIN FUSTER;HOMBRE;GONZALO SEVERIN FUSTER;INVESTIGADOR(A) RESPONSABLE;HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO
FONDECYT;FONDECYT REGULAR 2021;1210234;2020;2021;GONZALO SEVERIN FUSTER;HOMBRE;RODRIGO MOMBERG URIBE;COINVESTIGADOR(A);HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO
FONDECYT;FONDECYT REGULAR 2021;1210239;2020;2021;FELIPE GONZALEZ RAMIREZ;HOMBRE;FELIPE GONZALEZ RAMIREZ;INVESTIGADOR(A) RESPONSABLE;HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210249;2020;2021;LUIS AHUMADA FIGUEROA;HOMBRE;ALVARO FELIPE GONZALEZ TORRES;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE O'HIGGINS
FONDECYT;FONDECYT REGULAR 2021;1210249;2020;2021;LUIS AHUMADA FIGUEROA;HOMBRE;JUAN PABLO QUEUPIL QUILAMAN;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ
FONDECYT;FONDECYT REGULAR 2021;1210249;2020;2021;LUIS AHUMADA FIGUEROA;HOMBRE;LUIS AHUMADA FIGUEROA;INVESTIGADOR(A) RESPONSABLE;HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO
FONDECYT;FONDECYT REGULAR 2021;1210249;2020;2021;LUIS AHUMADA FIGUEROA;HOMBRE;MAURICIO PINO YANCOVIC;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210249;2020;2021;LUIS AHUMADA FIGUEROA;HOMBRE;OSCAR MAUREIRA CABRERA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ
FONDECYT;FONDECYT REGULAR 2021;1210252;2020;2021;JUAN-PABLO MONTERO;HOMBRE;JUAN-PABLO MONTERO AYALA;INVESTIGADOR(A) RESPONSABLE;HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210254;2020;2021;MAURICIO OLAVARRIA GAMBI;HOMBRE;JORGE ALBERTO FABREGA LACOA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DEL DESARROLLO
FONDECYT;FONDECYT REGULAR 2021;1210254;2020;2021;MAURICIO OLAVARRIA GAMBI;HOMBRE;MAURICIO OLAVARRIA GAMBI;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD DE SANTIAGO DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210254;2020;2021;MAURICIO OLAVARRIA GAMBI;HOMBRE;RODRIGO PANTOJA VERA;COINVESTIGADOR(A);HOMBRE;PARTICULAR
FONDECYT;FONDECYT REGULAR 2021;1210261;2020;2021;NICOLAS CRISOSTO KING;HOMBRE;ALEXIES ALBERTO DAGNINO SUBIABRE;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE VALPARAISO
FONDECYT;FONDECYT REGULAR 2021;1210261;2020;2021;NICOLAS CRISOSTO KING;HOMBRE;BARBARA SUSANA ECHIBURU LOPEZ;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210261;2020;2021;NICOLAS CRISOSTO KING;HOMBRE;ALEJANDRO JAVIER MATURANA HURTADO;COINVESTIGADOR(A);MUJER;CLINICA LAS CONDES
FONDECYT;FONDECYT REGULAR 2021;1210261;2020;2021;NICOLAS CRISOSTO KING;HOMBRE;JUAN FIDEL MONTIEL EULEFI;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DIEGO PORTALES
FONDECYT;FONDECYT REGULAR 2021;1210261;2020;2021;NICOLAS CRISOSTO KING;HOMBRE;MANUEL MALIQUEO YEVILAO;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210261;2020;2021;NICOLAS CRISOSTO KING;HOMBRE;NICOLAS CRISOSTO KING;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210261;2020;2021;NICOLAS CRISOSTO KING;HOMBRE;PABLO ARTURO GASPAR RAMOS;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210269;2020;2021;PATRICIO MENA MALET;HOMBRE;PATRICIO MENA MALET;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD DE LA FRONTERA
FONDECYT;FONDECYT REGULAR 2021;1210275;2020;2021;GONZALO CORTEZ MATCOVICH;HOMBRE;GONZALO CORTEZ MATCOVICH;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD DE CONCEPCION
FONDECYT;FONDECYT REGULAR 2021;1210277;2020;2021;EDUARDO CAVIERES FERNANDEZ;HOMBRE;EDUARDO CAVIERES FERNANDEZ;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION
FONDECYT;FONDECYT REGULAR 2021;1210277;2020;2021;EDUARDO CAVIERES FERNANDEZ;HOMBRE;GABRIELA ALEJANDRA VASQUEZ LEYTON;COINVESTIGADOR(A);MUJER;UNIVERSIDAD ANDRES BELLO
FONDECYT;FONDECYT REGULAR 2021;1210277;2020;2021;EDUARDO CAVIERES FERNANDEZ;HOMBRE;GABRIEL ROBINSON VILLALON GALVEZ;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210281;2020;2021;DIEGO MELO CARRASCO;HOMBRE;DIEGO MELO CARRASCO;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD ADOLFO IBANEZ
FONDECYT;FONDECYT REGULAR 2021;1210281;2020;2021;DIEGO MELO CARRASCO;HOMBRE;JOSE ALEJANDRO MARIN RIVEROS;COINVESTIGADOR(A);HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO
FONDECYT;FONDECYT REGULAR 2021;1210285;2020;2021;LUIS CASTRO CASTRO;HOMBRE;LUIS CASTRO CASTRO;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD DE TARAPACA
FONDECYT;FONDECYT REGULAR 2021;1210285;2020;2021;LUIS CASTRO CASTRO;HOMBRE;MARIA INMACULADA SIMON RUIZ;COINVESTIGADOR(A);MUJER;UNIVERSIDAD AUTONOMA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210285;2020;2021;LUIS CASTRO CASTRO;HOMBRE;CAROLINA FIGUEROA CERNA;COINVESTIGADOR(A);MUJER;PARTICULAR
FONDECYT;FONDECYT REGULAR 2021;1210285;2020;2021;LUIS CASTRO CASTRO;HOMBRE;SERGIO ALBERTO GONZALEZ MIRANDA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE TARAPACA
FONDECYT;FONDECYT REGULAR 2021;1210286;2020;2021;CARLOS PEREZ WILSON;HOMBRE;CARLOS PEREZ WILSON;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD DE O'HIGGINS
FONDECYT;FONDECYT REGULAR 2021;1210286;2020;2021;CARLOS PEREZ WILSON;HOMBRE;GAMAL ABDEL CERDA ETCHEPARE;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CONCEPCION
FONDECYT;FONDECYT REGULAR 2021;1210286;2020;2021;CARLOS PEREZ WILSON;HOMBRE;IVONNE DEL CARMEN GONZALEZ SAN MARTIN;COINVESTIGADOR(A);MUJER;UNIVERSIDAD SANTO TOMAS
FONDECYT;FONDECYT REGULAR 2021;1210286;2020;2021;CARLOS PEREZ WILSON;HOMBRE;MARIA SOLEDAD BURRONE COLOMBINO;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE O'HIGGINS
