PROGRAMA;CONCURSO;FOLIO;ANOPOSTULACION;ANO FALLO;RESPONSABLE PROYECTO;SEXO_RESPONSABLE;NOMBREINVEQUIPO;ROLINVEQUIPO;SEXOINVEQUIPO;INSTITUCIONEQUIPO
FONDECYT;FONDECYT REGULAR 2023;1231629;2022;2023;ERICK RIQUELME SANCHEZ;HOMBRE;ERICK RIQUELME;INVESTIGADOR(A) RESPONSABLE;HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231629;2022;2023;ERICK RIQUELME SANCHEZ;HOMBRE;PABLO  ZOROQUIAIN;COINVESTIGADOR(A);HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231629;2022;2023;ERICK RIQUELME SANCHEZ;HOMBRE;HECTOR  GALINDO;COINVESTIGADOR(A);HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231629;2022;2023;ERICK RIQUELME SANCHEZ;HOMBRE;DANIEL CARVAJAL;COINVESTIGADOR(A);HOMBRE;CLINICA ALEMANA
FONDECYT;FONDECYT REGULAR 2023;1231629;2022;2023;ERICK RIQUELME SANCHEZ;HOMBRE;ALBERTO  MARTIN;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD MAYOR
FONDECYT;FONDECYT REGULAR 2023;1231633;2022;2023;HERMANN ZBINDEN FONCEA;HOMBRE;HERMANN ZBINDEN;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD FINIS TERRAE
FONDECYT;FONDECYT REGULAR 2023;1231633;2022;2023;HERMANN ZBINDEN FONCEA;HOMBRE;JOCELYN FUENTES GARCIA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD FINIS TERRAE
FONDECYT;FONDECYT REGULAR 2023;1231633;2022;2023;HERMANN ZBINDEN FONCEA;HOMBRE;JORGE BEVILACQUA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231633;2022;2023;HERMANN ZBINDEN FONCEA;HOMBRE;MAURICIO CASTRO SEPULVEDA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD FINIS TERRAE
FONDECYT;FONDECYT REGULAR 2023;1231633;2022;2023;HERMANN ZBINDEN FONCEA;HOMBRE;CARLOS  HENRIQUEZ OLGUIN;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD FINIS TERRAE
FONDECYT;FONDECYT REGULAR 2023;1231633;2022;2023;HERMANN ZBINDEN FONCEA;HOMBRE;KEITH  BAAR;COINVESTIGADOR(A);HOMBRE;PARTICULAR
FONDECYT;FONDECYT REGULAR 2023;1231634;2022;2023;LUIS GUZMAN JOFRE;HOMBRE;LUIS GUZMAN;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD DE TALCA
FONDECYT;FONDECYT REGULAR 2023;1231637;2022;2023;MARCIO CATELAN;HOMBRE;MARCIO CATELAN;INVESTIGADOR(A) RESPONSABLE;HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231637;2022;2023;MARCIO CATELAN;HOMBRE;CARLOS EDUARDO FERREIRA LOPES;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE ATACAMA
FONDECYT;FONDECYT REGULAR 2023;1231643;2022;2023;FELIX ROJO MENDOZA;HOMBRE;FELIX ROJO;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD CATOLICA DE TEMUCO
FONDECYT;FONDECYT REGULAR 2023;1231643;2022;2023;FELIX ROJO MENDOZA;HOMBRE;FELIPE  LINK LAZO;COINVESTIGADOR(A);HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231643;2022;2023;FELIX ROJO MENDOZA;HOMBRE;VOLTAIRE  ALVARADO PETERSON;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CONCEPCION
FONDECYT;FONDECYT REGULAR 2023;1231645;2022;2023;LYONEL LAULIE CERDA;HOMBRE;LYONEL LAULIE;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231651;2022;2023;MAURICIO SALGADO OYARCE;HOMBRE;MAURICIO SALGADO;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD ANDRES BELLO
FONDECYT;FONDECYT REGULAR 2023;1231651;2022;2023;MAURICIO SALGADO OYARCE;HOMBRE;JAVIER IGNACIO NUÑEZ ERRAZURIZ;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231658;2022;2023;MARTIN ADAMS;HOMBRE;MARTIN ADAMS;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231658;2022;2023;MARTIN ADAMS;HOMBRE;PABLO ADOLFO BARRIOS SOTO;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231660;2022;2023;ALEJANDRO BERNALES;HOMBRE;ALEJANDRO BERNALES;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231660;2022;2023;ALEJANDRO BERNALES;HOMBRE;MARCELA ANDREA VALENZUELA BRAVO;COINVESTIGADOR(A);MUJER;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231660;2022;2023;ALEJANDRO BERNALES;HOMBRE;PAULA MARGARETIC HUERTAS;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD ADOLFO IBANEZ
FONDECYT;FONDECYT REGULAR 2023;1231660;2022;2023;ALEJANDRO BERNALES;HOMBRE;LORENZO ANDRES REUS HEREDIA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD ADOLFO IBANEZ
FONDECYT;FONDECYT REGULAR 2023;1231661;2022;2023;RAPHAEL GOBAT;HOMBRE;RAPHAEL GOBAT;INVESTIGADOR(A) RESPONSABLE;MUJER;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO
FONDECYT;FONDECYT REGULAR 2023;1231661;2022;2023;RAPHAEL GOBAT;HOMBRE;CLAUDIA ANDREA TREJO SOTO;COINVESTIGADOR(A);HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO
FONDECYT;FONDECYT REGULAR 2023;1231663;2022;2023;SEBASTIAN PEREZ MARQUEZ;HOMBRE;SEBASTIAN PEREZ;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD DE SANTIAGO DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231663;2022;2023;SEBASTIAN PEREZ MARQUEZ;HOMBRE;FERNANDO RANNOU;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE SANTIAGO DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231667;2022;2023;PABLO CASTRO CARRASCO;HOMBRE;PABLO CASTRO;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD DE LA SERENA
FONDECYT;FONDECYT REGULAR 2023;1231667;2022;2023;PABLO CASTRO CARRASCO;HOMBRE;VERONICA  GUBBINS FOXLEY;COINVESTIGADOR(A);MUJER;UNIVERSIDAD FINIS TERRAE
FONDECYT;FONDECYT REGULAR 2023;1231667;2022;2023;PABLO CASTRO CARRASCO;HOMBRE;FABIANA  RODRIGUEZ-PASTENE;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION
FONDECYT;FONDECYT REGULAR 2023;1231667;2022;2023;PABLO CASTRO CARRASCO;HOMBRE;VLADIMIR CAAMAÑO;COINVESTIGADOR(A);HOMBRE;PARTICULAR
FONDECYT;FONDECYT REGULAR 2023;1231667;2022;2023;PABLO CASTRO CARRASCO;HOMBRE;CLAUDIA  CARRASCO;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION
FONDECYT;FONDECYT REGULAR 2023;1231669;2022;2023;JOSE SOTO SAN MARTIN;HOMBRE;JOSE SOTO;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231672;2022;2023;RODRIGO NAVES PICHUANTE;HOMBRE;RODRIGO NAVES;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231672;2022;2023;RODRIGO NAVES PICHUANTE;HOMBRE;LISETTE LEYTON CAMPOS;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231672;2022;2023;RODRIGO NAVES PICHUANTE;HOMBRE;FELIPE ANDRES OYARZUN AMPUERO;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231672;2022;2023;RODRIGO NAVES PICHUANTE;HOMBRE;CARLOS ANTONIO GUEVARA OLIVA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231675;2022;2023;CLAUDIO PEREZ FLORES;HOMBRE;CLAUDIO PEREZ;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231675;2022;2023;CLAUDIO PEREZ FLORES;HOMBRE;PABLO ANTONIO ESTEVEZ VALENCIA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231681;2022;2023;FREDDY MORA POBLETE;HOMBRE;FREDDY MORA;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD DE TALCA
FONDECYT;FONDECYT REGULAR 2023;1231681;2022;2023;FREDDY MORA POBLETE;HOMBRE;FERNANDO GUERRA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE TALCA
FONDECYT;FONDECYT REGULAR 2023;1231681;2022;2023;FREDDY MORA POBLETE;HOMBRE;GUSTAVO LOBOS;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE TALCA
FONDECYT;FONDECYT REGULAR 2023;1231681;2022;2023;FREDDY MORA POBLETE;HOMBRE;RODRIGO CONTRERAS;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE O'HIGGINS
FONDECYT;FONDECYT REGULAR 2023;1231681;2022;2023;FREDDY MORA POBLETE;HOMBRE;RAFAEL RUBILAR;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CONCEPCION
FONDECYT;FONDECYT REGULAR 2023;1231681;2022;2023;FREDDY MORA POBLETE;HOMBRE;DANIEL MIERES;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE TALCA
FONDECYT;FONDECYT REGULAR 2023;1231682;2022;2023;FABRICE LAMBERT;HOMBRE;FABRICE LAMBERT;INVESTIGADOR(A) RESPONSABLE;MUJER;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231682;2022;2023;FABRICE LAMBERT;HOMBRE;PATRICIO IVAN MORENO MONCADA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231682;2022;2023;FABRICE LAMBERT;HOMBRE;BEATRIZ DIEZ;COINVESTIGADOR(A);HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231684;2022;2023;FRANCISCO ORTEGA CULACIATI;HOMBRE;FRANCISCO ORTEGA;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231684;2022;2023;FRANCISCO ORTEGA CULACIATI;HOMBRE;JAVIER ANTONIO RUIZ PAREDES;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231684;2022;2023;FRANCISCO ORTEGA CULACIATI;HOMBRE;ROBERTO FABIAN BENAVENTE BRAVO;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION
FONDECYT;FONDECYT REGULAR 2023;1231685;2022;2023;CARLOS OLIVA OLAVE;HOMBRE;CARLOS OLIVA;INVESTIGADOR(A) RESPONSABLE;HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231685;2022;2023;CARLOS OLIVA OLAVE;HOMBRE;HUGO OLGUIN;COINVESTIGADOR(A);HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231694;2022;2023;PABLO GUINDOS BRETONES;HOMBRE;PABLO GUINDOS;INVESTIGADOR(A) RESPONSABLE;HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231694;2022;2023;PABLO GUINDOS BRETONES;HOMBRE;SIVA  AVUDAIAPPAN;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CONCEPCION
FONDECYT;FONDECYT REGULAR 2023;1231698;2022;2023;VICENTE SISTO;HOMBRE;VICENTE SISTO;INVESTIGADOR(A) RESPONSABLE;MUJER;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO
FONDECYT;FONDECYT REGULAR 2023;1231698;2022;2023;VICENTE SISTO;HOMBRE;LORENA NUÑEZ-PARRA;COINVESTIGADOR(A);MUJER;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO
FONDECYT;FONDECYT REGULAR 2023;1231698;2022;2023;VICENTE SISTO;HOMBRE;JAVIERA PAVEZ;COINVESTIGADOR(A);MUJER;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO
FONDECYT;FONDECYT REGULAR 2023;1231698;2022;2023;VICENTE SISTO;HOMBRE;JENNY  ASSAEL;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231698;2022;2023;VICENTE SISTO;HOMBRE;DIEGO PALACIOS-DIAZ;COINVESTIGADOR(A);HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO
FONDECYT;FONDECYT REGULAR 2023;1231703;2022;2023;PETER VON DASSOW;HOMBRE;PETER VON DASSOW;INVESTIGADOR(A) RESPONSABLE;HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231703;2022;2023;PETER VON DASSOW;HOMBRE;VICTOR MIGUEL AGUILERA RAMOS;COINVESTIGADOR(A);HOMBRE;CORPORACION CENTRO DE ESTUDIOS AVANZADOS EN ZONAS ARIDAS
FONDECYT;FONDECYT REGULAR 2023;1231707;2022;2023;RICARDO JAÑA OBREGON;HOMBRE;RICARDO JAÑA;INVESTIGADOR(A) RESPONSABLE;MUJER;INSTITUTO ANTARTICO CHILENO
FONDECYT;FONDECYT REGULAR 2023;1231707;2022;2023;RICARDO JAÑA OBREGON;HOMBRE;GINO CASASSA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE MAGALLANES
FONDECYT;FONDECYT REGULAR 2023;1231707;2022;2023;RICARDO JAÑA OBREGON;HOMBRE;INGRID HEBEL;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE MAGALLANES
FONDECYT;FONDECYT REGULAR 2023;1231707;2022;2023;RICARDO JAÑA OBREGON;HOMBRE;FRANCISCO FERNANDOY;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD ANDRES BELLO
FONDECYT;FONDECYT REGULAR 2023;1231708;2022;2023;JUAN VIVANCO MORALES;HOMBRE;JUAN VIVANCO;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD ADOLFO IBANEZ
FONDECYT;FONDECYT REGULAR 2023;1231708;2022;2023;JUAN VIVANCO MORALES;HOMBRE;CAROLA  MILLAN;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD ADOLFO IBANEZ
FONDECYT;FONDECYT REGULAR 2023;1231710;2022;2023;HERNAN CUEVAS VALENZUELA;HOMBRE;HERNAN CUEVAS;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD AUSTRAL DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231710;2022;2023;HERNAN CUEVAS VALENZUELA;HOMBRE;CLAUDIA  CERDA BECKER;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD AUSTRAL DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231710;2022;2023;HERNAN CUEVAS VALENZUELA;HOMBRE;JORGE BUDROVICH;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD AUSTRAL DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231714;2022;2023;DINESH SINGH SINGH;HOMBRE;DINESH SINGH;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD DE SANTIAGO DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231716;2022;2023;JOSE CORNEJO CANCINO;HOMBRE;JOSE CORNEJO;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION
FONDECYT;FONDECYT REGULAR 2023;1231716;2022;2023;JOSE CORNEJO CANCINO;HOMBRE;ANA MARIA LEDEZMA SALSE;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION
FONDECYT;FONDECYT REGULAR 2023;1231717;2022;2023;NICOLAS HUNEEUS LAGOS;HOMBRE;NICOLAS HUNEEUS;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231717;2022;2023;NICOLAS HUNEEUS LAGOS;HOMBRE;ALEJANDRA  SCHUEFTAN;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD AUSTRAL DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231717;2022;2023;NICOLAS HUNEEUS LAGOS;HOMBRE;RENE REYES;COINVESTIGADOR(A);HOMBRE;INSTITUTO FORESTAL
FONDECYT;FONDECYT REGULAR 2023;1231718;2022;2023;ROBERTO ASSEF TREBILCOCK;HOMBRE;ROBERTO ASSEF;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD DIEGO PORTALES
FONDECYT;FONDECYT REGULAR 2023;1231724;2022;2023;DENIS PARRA SANTANDER;HOMBRE;DENIS PARRA;INVESTIGADOR(A) RESPONSABLE;MUJER;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231724;2022;2023;DENIS PARRA SANTANDER;HOMBRE;CECILIA BESA;COINVESTIGADOR(A);HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231729;2022;2023;MIGUEL PEREIRA SOTO;HOMBRE;MIGUEL PEREIRA;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD DE CONCEPCION
FONDECYT;FONDECYT REGULAR 2023;1231729;2022;2023;MIGUEL PEREIRA SOTO;HOMBRE;REGIS TEIXEIRA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CONCEPCION
FONDECYT;FONDECYT REGULAR 2023;1231729;2022;2023;MIGUEL PEREIRA SOTO;HOMBRE;OSCAR VALERIO;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CONCEPCION
FONDECYT;FONDECYT REGULAR 2023;1231729;2022;2023;MIGUEL PEREIRA SOTO;HOMBRE;PATRICIA CATAÑO;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CONCEPCION
FONDECYT;FONDECYT REGULAR 2023;1231735;2022;2023;MATIAS CARVAJAL RAMIREZ;HOMBRE;MATIAS CARVAJAL;INVESTIGADOR(A) RESPONSABLE;HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO
FONDECYT;FONDECYT REGULAR 2023;1231735;2022;2023;MATIAS CARVAJAL RAMIREZ;HOMBRE;MARCO ANTONIO CISTERNAS VEGA;COINVESTIGADOR(A);HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO
FONDECYT;FONDECYT REGULAR 2023;1231735;2022;2023;MATIAS CARVAJAL RAMIREZ;HOMBRE;EDUARDO ELISEO CONTRERAS REYES;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231739;2022;2023;RICARDO ALVAREZ MALEBRAN;HOMBRE;RICARDO ALVAREZ;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD TECNICA FEDERICO SANTA MARIA
FONDECYT;FONDECYT REGULAR 2023;1231739;2022;2023;RICARDO ALVAREZ MALEBRAN;HOMBRE;CLAUDIA ANDREA RAHMANN ZUÑIGA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231751;2022;2023;ALVARO PEÑA NEIRA;HOMBRE;ALVARO PEÑA;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231751;2022;2023;ALVARO PEÑA NEIRA;HOMBRE;CLAUDIO PASTENES;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231751;2022;2023;ALVARO PEÑA NEIRA;HOMBRE;MARCO GARRIDO;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231751;2022;2023;ALVARO PEÑA NEIRA;HOMBRE;MARIONA GIL I CORTIELLA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD AUTONOMA DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231755;2022;2023;KENZO ASAHI KODAMA;HOMBRE;KENZO ASAHI;INVESTIGADOR(A) RESPONSABLE;HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231755;2022;2023;KENZO ASAHI KODAMA;HOMBRE;DIEGO GIL;COINVESTIGADOR(A);HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231757;2022;2023;RODRIGO MEDEL CONTRERAS;HOMBRE;RODRIGO MEDEL;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231761;2022;2023;ALEX ROMERO ZUÑIGA;HOMBRE;ALEX ROMERO;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD AUSTRAL DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231761;2022;2023;ALEX ROMERO ZUÑIGA;HOMBRE;CRISTIAN ANDRES OLIVER HERNANDEZ;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD AUSTRAL DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231766;2022;2023;FRANCISCO GANGA CONTRERAS;HOMBRE;FRANCISCO GANGA;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD DE TARAPACA
FONDECYT;FONDECYT REGULAR 2023;1231766;2022;2023;FRANCISCO GANGA CONTRERAS;HOMBRE;JUAN BAUTISTA ABELLO ROMERO;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE SANTIAGO DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231766;2022;2023;FRANCISCO GANGA CONTRERAS;HOMBRE;OSCAR ESPINOZA DIAZ;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE TARAPACA
FONDECYT;FONDECYT REGULAR 2023;1231766;2022;2023;FRANCISCO GANGA CONTRERAS;HOMBRE;NANCY RITA  ALARCON HENRIQUEZ;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE LOS LAGOS
FONDECYT;FONDECYT REGULAR 2023;1231766;2022;2023;FRANCISCO GANGA CONTRERAS;HOMBRE;PATRICIO JAVIER VIANCOS GONZALEZ;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE TARAPACA
FONDECYT;FONDECYT REGULAR 2023;1231766;2022;2023;FRANCISCO GANGA CONTRERAS;HOMBRE;WENDOLIN  SUAREZ AMAYA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD TECNOLOGICA METROPOLITANA
FONDECYT;FONDECYT REGULAR 2023;1231767;2022;2023;MAURICIO MOREL ESCOBAR;HOMBRE;MAURICIO MOREL;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD DE ATACAMA
FONDECYT;FONDECYT REGULAR 2023;1231767;2022;2023;MAURICIO MOREL ESCOBAR;HOMBRE;MARCEL CLERC;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231767;2022;2023;MAURICIO MOREL ESCOBAR;HOMBRE;PAULINA  HIDALGO;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CONCEPCION
FONDECYT;FONDECYT REGULAR 2023;1231767;2022;2023;MAURICIO MOREL ESCOBAR;HOMBRE;MARIO WILSON;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2023;1231772;2022;2023;CRISTHIAN PEREZ VILLALOBOS;HOMBRE;CRISTHIAN PEREZ;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD DE CONCEPCION
FONDECYT;FONDECYT REGULAR 2023;1231772;2022;2023;CRISTHIAN PEREZ VILLALOBOS;HOMBRE;SOLEDAD ARMIJO RIVERA;COINVESTIGADOR(A);MUJER;UNIVERSIDAD CATOLICA DEL NORTE
FONDECYT;FONDECYT REGULAR 2023;1231772;2022;2023;CRISTHIAN PEREZ VILLALOBOS;HOMBRE;CLAUDIA VERONICA CRUZAT MANDICH;COINVESTIGADOR(A);MUJER;UNIVERSIDAD ADOLFO IBANEZ
FONDECYT;FONDECYT REGULAR 2023;1231772;2022;2023;CRISTHIAN PEREZ VILLALOBOS;HOMBRE;JAVIERA ANDREA ORTEGA BASTIDAS;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE CONCEPCION
FONDECYT;FONDECYT REGULAR 2023;1231772;2022;2023;CRISTHIAN PEREZ VILLALOBOS;HOMBRE;JUAN CARLOS BRIEDE WESTERMEYER;COINVESTIGADOR(A);MUJER;UNIVERSIDAD TECNICA FEDERICO SANTA MARIA
FONDECYT;FONDECYT REGULAR 2023;1231772;2022;2023;CRISTHIAN PEREZ VILLALOBOS;HOMBRE;MARY JANE SCHILLING NORMAN;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE CONCEPCION
FONDECYT;FONDECYT REGULAR 2023;1231772;2022;2023;CRISTHIAN PEREZ VILLALOBOS;HOMBRE;JOSSELINNE RUTH TOIRKENS NIKLITSCHEK;COINVESTIGADOR(A);MUJER;UNIVERSIDAD CATOLICA DE TEMUCO
FONDECYT;FONDECYT REGULAR 2023;1231772;2022;2023;CRISTHIAN PEREZ VILLALOBOS;HOMBRE;ANGELA LUCIEN ALARCON MELLA;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE CONCEPCION
