PROGRAMA;CONCURSO;FOLIO;AGNOPOSTULACION;AGNOFALLO;RESPONSABLEPROYECTO;SEXO;ROLINSTITUCION;INSTITUCION1ERNIVEL;RUTINSTITUCION;PAISINSTITUCION;REGIONINSTITUCION
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170141;2017;2017;PABLO RICHTER DUK;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170141;2017;2017;PABLO RICHTER DUK;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170156;2017;2017;SHEILA LASCANO FARAK;MUJER;INSTITUCION ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170172;2017;2017;NELSON BARRERA ROJAS;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170220;2017;2017;CLAUDIO GARCIA HERRERA;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA EN TOPICOS DE MINERIA 2017;ACM170002;2017;2017;YASNA TAPIA FERNANDEZ;MUJER;INSTITUCION PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA EN TOPICOS DE MINERIA 2017;ACM170003;2017;2017;ANDREINA GARCIA GONZALEZ;MUJER;INSTITUCION PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA Y ANILLOS DE INVESTIGACION EN CIENCIA ANTARTICA 2017. POSTULACION PRE-PROYECTO;ACT170002;2017;2017;EDUARDO CONTRERAS REYES;HOMBRE;INSTITUCION PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA Y ANILLOS DE INVESTIGACION EN CIENCIA ANTARTICA 2017. POSTULACION PRE-PROYECTO;ACT170065;2017;2017;ELIE POULIN;HOMBRE;INSTITUCION PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA Y ANILLOS DE INVESTIGACION EN CIENCIA ANTARTICA 2017. POSTULACION PRE-PROYECTO;ACT170066;2017;2017;ALFREDO CRIOLLO CESPEDES;HOMBRE;INSTITUCION PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA Y ANILLOS DE INVESTIGACION EN CIENCIA ANTARTICA 2017. POSTULACION PRE-PROYECTO;ACT170066;2017;2017;ALFREDO CRIOLLO CESPEDES;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA Y ANILLOS DE INVESTIGACION EN CIENCIA ANTARTICA 2017. POSTULACION PRE-PROYECTO;ACT170066;2017;2017;ALFREDO CRIOLLO CESPEDES;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA Y ANILLOS DE INVESTIGACION EN CIENCIA ANTARTICA 2017. POSTULACION PRE-PROYECTO;ACT170097;2017;2017;ARTURO BORZUTZKY SCHACHTER;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA Y ANILLOS DE INVESTIGACION EN CIENCIA ANTARTICA 2017. POSTULACION PRE-PROYECTO;ACT170099;2017;2017;ALEXANDER VARGAS MILNE;HOMBRE;INSTITUCION PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA Y ANILLOS DE INVESTIGACION EN CIENCIA ANTARTICA 2017. POSTULACION PRE-PROYECTO;ACT170099;2017;2017;ALEXANDER VARGAS MILNE;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA Y ANILLOS DE INVESTIGACION EN CIENCIA ANTARTICA 2017. POSTULACION PRE-PROYECTO;ACT170101;2017;2017;LEOPOLDO SOTO NORAMBUENA;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
PIA;CONCURSO NACIONAL DE ASIGNACION DE TIEMPO DE BUQUE OCEANOGRAFICO AGS-61 CABO DE HORNOS 2017;AUB170003;2017;2017;ANDREI  MAKSYMOWICZ JERIA;HOMBRE;INSTITUCION PATROCINANTE;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170023;2017;2017;CLAUDIA MARDONES PEÃ±A;MUJER;INSTITUCION BENEFICIARIA;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170054;2017;2017;CARLOS RESTREPO PATIÃ±O;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170054;2017;2017;CARLOS RESTREPO PATIÃ±O;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170065;2017;2017;CRISTIAN CIFUENTES SALAZAR;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170074;2017;2017;GUILLERMO SCHMEDA HIRSCHMANN;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170077;2017;2017;SERGUEI ALEJANDRO MARTIN;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170087;2017;2017;SAMUEL HEVIA ZAMORA;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170101;2017;2017;J DANIEL CARPIO PANIAGUA;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170103;2017;2017;CLAUDIA CANNATELLI;MUJER;INSTITUCION ASOCIADA;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170115;2017;2017;MANUEL CASTILLO SILVA;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170124;2017;2017;DANIEL GONZALEZ ACUÃ±A;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170161;2017;2017;JUAN AGÃ¼ERO VASQUEZ;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170178;2017;2017;MARCELO GUTIERREZ ASTETE;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170188;2017;2017;VERONICA EISNER SAGUES;MUJER;INSTITUCION ASOCIADA;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA EN TOPICOS DE MINERIA 2017;ACM170008;2017;2017;DANIEL SBARBARO HOFER;HOMBRE;INSTITUCION PRINCIPAL;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA Y ANILLOS DE INVESTIGACION EN CIENCIA ANTARTICA 2017. POSTULACION PRE-PROYECTO;ACT170033;2017;2017;DOMINIK SCHLEICHER;HOMBRE;INSTITUCION PRINCIPAL;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA Y ANILLOS DE INVESTIGACION EN CIENCIA ANTARTICA 2017. POSTULACION PRE-PROYECTO;ACT170065;2017;2017;ELIE POULIN;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA Y ANILLOS DE INVESTIGACION EN CIENCIA ANTARTICA 2017. POSTULACION PRE-PROYECTO;ACT170121;2017;2017;RANGANATHA SITARAM;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
PIA;CONCURSO NACIONAL DE ASIGNACION DE TIEMPO DE BUQUE OCEANOGRAFICO AGS-61 CABO DE HORNOS 2017;AUB170002;2017;2017;WOLFGANG  SCHNEIDER;HOMBRE;INSTITUCION PATROCINANTE;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
REGIONAL;IV CONCURSO DE FORTALECIMIENTO Y DESARROLLO DE CENTROS REGIONALES DE DESARROLLO CIENTIFICO Y TECNOLOGICO - 2017;R17A10002;2017;2017;ANA MOTRAN FERRANDIZ;MUJER;ENTIDAD ASOCIADA;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;NO REGISTRA REGION
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170023;2017;2017;CLAUDIA MARDONES PEÃ±A;MUJER;INSTITUCION ASOCIADA;UNIVERSIDAD DE LA FRONTERA;87912900-1;CHILE;REGION DE LA ARAUCANIA
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170074;2017;2017;GUILLERMO SCHMEDA HIRSCHMANN;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE LA FRONTERA;87912900-1;CHILE;REGION DE LA ARAUCANIA
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170171;2017;2017;MILKO JORQUERA TAPIA;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD DE LA FRONTERA;87912900-1;CHILE;REGION DE LA ARAUCANIA
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA EN TOPICOS DE MINERIA 2017;ACM170002;2017;2017;YASNA TAPIA FERNANDEZ;MUJER;INSTITUCION ASOCIADA;UNIVERSIDAD DE LA FRONTERA;87912900-1;CHILE;REGION DE LA ARAUCANIA
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA Y ANILLOS DE INVESTIGACION EN CIENCIA ANTARTICA 2017. POSTULACION PRE-PROYECTO;ACT170128;2017;2017;MICHAEL SEEGER PFEIFFER;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE LA FRONTERA;87912900-1;CHILE;REGION DE LA ARAUCANIA
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170024;2017;2017;FRANCISCO MEZA;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE LA SERENA;70783100-6;CHILE;REGION DE COQUIMBO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170115;2017;2017;MANUEL CASTILLO SILVA;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE LOS LAGOS;70772100-6;CHILE;REGION DE LOS LAGOS
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170171;2017;2017;MILKO JORQUERA TAPIA;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE LOS LAGOS;70772100-6;CHILE;REGION DE LOS LAGOS
REGIONAL;IV CONCURSO DE FORTALECIMIENTO Y DESARROLLO DE CENTROS REGIONALES DE DESARROLLO CIENTIFICO Y TECNOLOGICO - 2017;R17A10002;2017;2017;ANA MOTRAN FERRANDIZ;MUJER;ENTIDAD ASOCIADA;UNIVERSIDAD DE LOS LAGOS ;70772100-6;CHILE;NO REGISTRA REGION
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170060;2017;2017;CRISTIAN MATTAR BADER;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE MAGALLANES;71133700-8;CHILE;REGION DE MAGALLANES Y LA ANTARTICA CHILENA
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170171;2017;2017;MILKO JORQUERA TAPIA;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE MAGALLANES;71133700-8;CHILE;REGION DE MAGALLANES Y LA ANTARTICA CHILENA
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017. PROGRAMA REGIONAL;EQUVR170012;2017;2017;TAMARA CONTADOR MEJIAS;MUJER;INSTITUCION BENEFICIARIA;UNIVERSIDAD DE MAGALLANES;71133700-8;CHILE;REGION DE MAGALLANES Y LA ANTARTICA CHILENA
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA Y ANILLOS DE INVESTIGACION EN CIENCIA ANTARTICA 2017. POSTULACION PRE-PROYECTO;ACT170065;2017;2017;ELIE POULIN;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE MAGALLANES;71133700-8;CHILE;REGION DE MAGALLANES Y LA ANTARTICA CHILENA
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170041;2017;2017;JAVIER RUIZ DEL SOLAR SAN MARTIN;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE O'HIGGINS;61980530-5;CHILE;REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170012;2017;2017;ENRIQUE ARRIAZA ARDILES;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION;70754700-6;CHILE;REGION DE VALPARAISO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170027;2017;2017;OLIVER SCHMACHTENBERG;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION;70754700-6;CHILE;REGION DE VALPARAISO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170111;2017;2017;MARCELO KOGAN;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION;70754700-6;CHILE;REGION DE VALPARAISO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170214;2017;2017;JOSE GALLARDO MATUS;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION;70754700-6;CHILE;REGION DE VALPARAISO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170052;2017;2017;FRANCISCO SALINAS SANHUEZA;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD DE SANTIAGO DE CHILE;60911000-7;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170054;2017;2017;CARLOS RESTREPO PATIÃ±O;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE SANTIAGO DE CHILE;60911000-7;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170065;2017;2017;CRISTIAN CIFUENTES SALAZAR;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE SANTIAGO DE CHILE;60911000-7;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170111;2017;2017;MARCELO KOGAN;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE SANTIAGO DE CHILE;60911000-7;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170120;2017;2017;DENIS FUENTEALBA PATIÃ±O;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE SANTIAGO DE CHILE;60911000-7;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170141;2017;2017;PABLO RICHTER DUK;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE SANTIAGO DE CHILE;60911000-7;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170172;2017;2017;NELSON BARRERA ROJAS;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE SANTIAGO DE CHILE;60911000-7;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170188;2017;2017;VERONICA EISNER SAGUES;MUJER;INSTITUCION ASOCIADA;UNIVERSIDAD DE SANTIAGO DE CHILE;60911000-7;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170220;2017;2017;CLAUDIO GARCIA HERRERA;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD DE SANTIAGO DE CHILE;60911000-7;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170220;2017;2017;CLAUDIO GARCIA HERRERA;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE SANTIAGO DE CHILE;60911000-7;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170220;2017;2017;CLAUDIO GARCIA HERRERA;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE SANTIAGO DE CHILE;60911000-7;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017. PROGRAMA REGIONAL;EQUVR170001;2017;2017;ROSSANA SEPULVEDA RIVERA;MUJER;INSTITUCION ASOCIADA;UNIVERSIDAD DE SANTIAGO DE CHILE;60911000-7;CHILE;REGION METROPOLITANA DE SANTIAGO
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA Y ANILLOS DE INVESTIGACION EN CIENCIA ANTARTICA 2017. POSTULACION PRE-PROYECTO;ACT170037;2017;2017;NELSON LAGOS SUAREZ;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE SANTIAGO DE CHILE;60911000-7;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170156;2017;2017;SHEILA LASCANO FARAK;MUJER;INSTITUCION ASOCIADA;UNIVERSIDAD DE SEVILLA;NO APLICA;ESPAÃ‘A;NO REGISTRA REGION
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170023;2017;2017;CLAUDIA MARDONES PEÃ±A;MUJER;INSTITUCION ASOCIADA;UNIVERSIDAD DE TALCA;70885500-6;CHILE;REGION DEL MAULE
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170054;2017;2017;CARLOS RESTREPO PATIÃ±O;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD DE TALCA;70885500-6;CHILE;REGION DEL MAULE
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170074;2017;2017;GUILLERMO SCHMEDA HIRSCHMANN;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD DE TALCA;70885500-6;CHILE;REGION DEL MAULE
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170027;2017;2017;OLIVER SCHMACHTENBERG;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD DE VALPARAISO;60921000-1;CHILE;REGION DE VALPARAISO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170065;2017;2017;CRISTIAN CIFUENTES SALAZAR;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE VALPARAISO;60921000-1;CHILE;REGION DE VALPARAISO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170098;2017;2017;MARIA GONZALEZ BURGOS;MUJER;INSTITUCION ASOCIADA;UNIVERSIDAD DE VALPARAISO;60921000-1;CHILE;REGION DE VALPARAISO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170115;2017;2017;MANUEL CASTILLO SILVA;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD DE VALPARAISO;60921000-1;CHILE;REGION DE VALPARAISO
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA Y ANILLOS DE INVESTIGACION EN CIENCIA ANTARTICA 2017. POSTULACION PRE-PROYECTO;ACT170033;2017;2017;DOMINIK SCHLEICHER;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE VALPARAISO;60921000-1;CHILE;REGION DE VALPARAISO
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA Y ANILLOS DE INVESTIGACION EN CIENCIA ANTARTICA 2017. POSTULACION PRE-PROYECTO;ACT170121;2017;2017;RANGANATHA SITARAM;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE VALPARAISO;60921000-1;CHILE;REGION DE VALPARAISO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170012;2017;2017;ENRIQUE ARRIAZA ARDILES;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE VALPARAISO;60921000-1;CHILE;NO REGISTRA REGION
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170023;2017;2017;CLAUDIA MARDONES PEÃ±A;MUJER;INSTITUCION ASOCIADA;UNIVERSIDAD DEL BIO-BIO;60911006-6;CHILE;REGION DEL BIO-BIO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170023;2017;2017;CLAUDIA MARDONES PEÃ±A;MUJER;INSTITUCION ASOCIADA;UNIVERSIDAD DEL BIO-BIO;60911006-6;CHILE;REGION DEL BIO-BIO
