PROGRAMA;CONCURSO;FOLIO;AGNOPOSTULACION;AGNOFALLO;RESPONSABLEPROYECTO;SEXO;ROLINSTITUCION;INSTITUCION1ERNIVEL;RUTINSTITUCION;PAISINSTITUCION;REGIONINSTITUCION
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210016;2021;2021;FRANCISCO GRACIA CAROCA;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD TECNICA FEDERICO SANTA MARIA;81668700-4;CHILE;REGION DE VALPARAISO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210016;2021;2021;FRANCISCO GRACIA CAROCA;HOMBRE;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210020;2021;2021;MAURICIO CERDA VILLABLANCA;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210020;2021;2021;MAURICIO CERDA VILLABLANCA;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210020;2021;2021;MAURICIO CERDA VILLABLANCA;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210020;2021;2021;MAURICIO CERDA VILLABLANCA;HOMBRE;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO;81669200-8;CHILE;REGION DE VALPARAISO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210020;2021;2021;MAURICIO CERDA VILLABLANCA;HOMBRE;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210029;2021;2021;IVAN BRITO BOBADILLA;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD DE ANTOFAGASTA;70791800-4;CHILE;REGION DE ANTOFAGASTA
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210033;2021;2021;ALBERTO MONSALVE GONZALEZ;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD DE SANTIAGO DE CHILE;60911000-7;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210056;2021;2021;CRISTIAN ALVAREZ LEPIN;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD DE LOS LAGOS;70772100-6;CHILE;REGION DE LOS LAGOS
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210070;2021;2021;MARIA BEHRENS PELLEGRINO;MUJER;INSTITUCION ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210070;2021;2021;MARIA BEHRENS PELLEGRINO;MUJER;INSTITUCION ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210070;2021;2021;MARIA BEHRENS PELLEGRINO;MUJER;INSTITUCION ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210070;2021;2021;MARIA BEHRENS PELLEGRINO;MUJER;INSTITUCION BENEFICIARIA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210070;2021;2021;MARIA BEHRENS PELLEGRINO;MUJER;INSTITUCION ASOCIADA;UNIVERSIDAD DE LOS ANDES;71614000-8;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210073;2021;2021;ROBERTO URRUTIA PEREZ;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210074;2021;2021;CRISTIAN CIFUENTES SALAZAR;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD AUSTRAL DE CHILE;81380500-6;CHILE;REGION DE LOS RIOS
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210078;2021;2021;RODRIGO CASTILLO;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD CATOLICA DEL NORTE;81518400-9;CHILE;REGION DE ANTOFAGASTA
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210088;2021;2021;JUAN PALMA SOLORZA;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD CENTRAL DE CHILE;70995200-5;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210094;2021;2021;PATRICIA SAEZ DELGADO;MUJER;INSTITUCION BENEFICIARIA;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210101;2021;2021;ANDREA RAVASIO;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210101;2021;2021;ANDREA RAVASIO;HOMBRE;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO;81669200-8;CHILE;REGION DE VALPARAISO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210101;2021;2021;ANDREA RAVASIO;HOMBRE;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210101;2021;2021;ANDREA RAVASIO;HOMBRE;INSTITUCION BENEFICIARIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210105;2021;2021;ROBERTO RODRIGUEZ SUAREZ;HOMBRE;INSTITUCION BENEFICIARIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210117;2021;2021;ANDRES MORA CASTRO;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE SANTIAGO DE CHILE;60911000-7;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210117;2021;2021;ANDRES MORA CASTRO;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD ANDRES BELLO;71540100-2;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210117;2021;2021;ANDRES MORA CASTRO;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION;71915800-5;CHILE;REGION DEL BIO-BIO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210117;2021;2021;ANDRES MORA CASTRO;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD TECNICA FEDERICO SANTA MARIA;81668700-4;CHILE;REGION DE VALPARAISO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210117;2021;2021;ANDRES MORA CASTRO;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD TECNICA FEDERICO SANTA MARIA;81668700-4;CHILE;REGION DE VALPARAISO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210117;2021;2021;ANDRES MORA CASTRO;HOMBRE;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210122;2021;2021;MARIA CARRETTA MUNOZ;MUJER;INSTITUCION BENEFICIARIA;UNIVERSIDAD AUSTRAL DE CHILE;81380500-6;CHILE;REGION DE LOS RIOS
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210128;2021;2021;BORIS LUCERO MONDACA;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE TALCA;70885500-6;CHILE;REGION DEL MAULE
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210128;2021;2021;BORIS LUCERO MONDACA;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD CATOLICA DEL MAULE;71918300-K;CHILE;REGION DEL MAULE
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210133;2021;2021;ANTONIO MALDONADO CASTRO;HOMBRE;INSTITUCION BENEFICIARIA;CORPORACION CENTRO DE ESTUDIOS AVANZADOS EN ZONAS ARIDAS;65997470-3;CHILE;REGION DE COQUIMBO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210133;2021;2021;ANTONIO MALDONADO CASTRO;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION;70754700-6;CHILE;NO REGISTRA REGION
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210133;2021;2021;ANTONIO MALDONADO CASTRO;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE TARAPACA;70770800-K;CHILE;REGION DE ARICA Y PARINACOTA
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210133;2021;2021;ANTONIO MALDONADO CASTRO;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE ANTOFAGASTA;70791800-4;CHILE;REGION DE ANTOFAGASTA
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210133;2021;2021;ANTONIO MALDONADO CASTRO;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD CATOLICA DEL MAULE;71918300-K;CHILE;REGION DEL MAULE
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210133;2021;2021;ANTONIO MALDONADO CASTRO;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD AUSTRAL DE CHILE;81380500-6;CHILE;REGION DE LOS RIOS
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210133;2021;2021;ANTONIO MALDONADO CASTRO;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210133;2021;2021;ANTONIO MALDONADO CASTRO;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD CATOLICA DEL NORTE;81518400-9;CHILE;NO REGISTRA REGION
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210136;2021;2021;FRANCISCO FERNANDOY PEDREROS;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210136;2021;2021;FRANCISCO FERNANDOY PEDREROS;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210136;2021;2021;FRANCISCO FERNANDOY PEDREROS;HOMBRE;INSTITUCION ASOCIADA;INSTITUTO DE FOMENTO PESQUERO;61310000-8;CHILE;REGION DE VALPARAISO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210136;2021;2021;FRANCISCO FERNANDOY PEDREROS;HOMBRE;INSTITUCION ASOCIADA;CORPORACION CENTRO DE ESTUDIOS AVANZADOS EN ZONAS ARIDAS;65997470-3;CHILE;REGION DE COQUIMBO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210136;2021;2021;FRANCISCO FERNANDOY PEDREROS;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION;70754700-6;CHILE;REGION DE VALPARAISO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210136;2021;2021;FRANCISCO FERNANDOY PEDREROS;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION;70754700-6;CHILE;REGION DE VALPARAISO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210136;2021;2021;FRANCISCO FERNANDOY PEDREROS;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE ANTOFAGASTA;70791800-4;CHILE;REGION DE ANTOFAGASTA
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210136;2021;2021;FRANCISCO FERNANDOY PEDREROS;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE MAGALLANES;71133700-8;CHILE;REGION DE MAGALLANES Y LA ANTARTICA CHILENA
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210136;2021;2021;FRANCISCO FERNANDOY PEDREROS;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD MAYOR;71500500-K;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210136;2021;2021;FRANCISCO FERNANDOY PEDREROS;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD ANDRES BELLO;71540100-2;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210136;2021;2021;FRANCISCO FERNANDOY PEDREROS;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD AUSTRAL DE CHILE;81380500-6;CHILE;REGION DE LOS RIOS
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210136;2021;2021;FRANCISCO FERNANDOY PEDREROS;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD AUSTRAL DE CHILE;81380500-6;CHILE;REGION DE LOS RIOS
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210136;2021;2021;FRANCISCO FERNANDOY PEDREROS;HOMBRE;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO;81669200-8;CHILE;REGION DE VALPARAISO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210136;2021;2021;FRANCISCO FERNANDOY PEDREROS;HOMBRE;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210136;2021;2021;FRANCISCO FERNANDOY PEDREROS;HOMBRE;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210139;2021;2021;DANNY GUZMAN MENDEZ;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD DE ATACAMA;71236700-8;CHILE;REGION DE ATACAMA
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210141;2021;2021;JOAQUIN MURA MARDONES;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD TECNICA FEDERICO SANTA MARIA;81668700-4;CHILE;REGION DE VALPARAISO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210168;2021;2021;ALLISSON ASTUYA VILLALON;MUJER;INSTITUCION ASOCIADA;INSTITUTO DE SALUD PUBLICA DE CHILE;61605000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210168;2021;2021;ALLISSON ASTUYA VILLALON;MUJER;INSTITUCION BENEFICIARIA;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210172;2021;2021;MAXIMO FRANGOPULOS RIVERA;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD DE MAGALLANES;71133700-8;CHILE;REGION DE MAGALLANES Y LA ANTARTICA CHILENA
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210178;2021;2021;PEDRO MELIN COLOMA;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD DEL BIO-BIO;60911006-6;CHILE;REGION DEL BIO-BIO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210185;2021;2021;SARA CUADROS ORELLANA;MUJER;INSTITUCION ASOCIADA;FUNDACION CIENTIFICA Y CULTURAL BIOCIENCIA;65061210-8;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210185;2021;2021;SARA CUADROS ORELLANA;MUJER;INSTITUCION ASOCIADA;UNIVERSIDAD CATOLICA DEL MAULE;71918300-K;CHILE;REGION DEL MAULE
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210185;2021;2021;SARA CUADROS ORELLANA;MUJER;INSTITUCION BENEFICIARIA;UNIVERSIDAD CATOLICA DEL MAULE;71918300-K;CHILE;REGION DEL MAULE
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210203;2021;2021;MARIO ARANDA BUSTOS;HOMBRE;INSTITUCION BENEFICIARIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210207;2021;2021;AGUSTIN MARTINEZ MARTINEZ;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD DE VALPARAISO;60921000-1;CHILE;REGION DE VALPARAISO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210208;2021;2021;ELENA VIDAL OLATE;MUJER;INSTITUCION BENEFICIARIA;UNIVERSIDAD MAYOR;71500500-K;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210225;2021;2021;CLAUDIA MUNOZ SANGUINETTI;MUJER;INSTITUCION BENEFICIARIA;UNIVERSIDAD DEL BIO-BIO;60911006-6;CHILE;REGION DEL BIO-BIO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210225;2021;2021;CLAUDIA MUNOZ SANGUINETTI;MUJER;INSTITUCION ASOCIADA;UNIVERSIDAD DE MAGALLANES;71133700-8;CHILE;REGION DE MAGALLANES Y LA ANTARTICA CHILENA
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210225;2021;2021;CLAUDIA MUNOZ SANGUINETTI;MUJER;INSTITUCION ASOCIADA;UNIVERSIDAD CATOLICA DEL NORTE;81518400-9;CHILE;REGION DE ANTOFAGASTA
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210225;2021;2021;CLAUDIA MUNOZ SANGUINETTI;MUJER;INSTITUCION ASOCIADA;UNIVERSIDAD TECNICA FEDERICO SANTA MARIA;81668700-4;CHILE;REGION DE VALPARAISO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210230;2021;2021;ANDREA SILVA BAEZ;MUJER;INSTITUCION ASOCIADA;UNIVERSIDAD DE MAGALLANES;71133700-8;CHILE;REGION DE MAGALLANES Y LA ANTARTICA CHILENA
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2021;EQM210230;2021;2021;ANDREA SILVA BAEZ;MUJER;INSTITUCION BENEFICIARIA;UNIVERSIDAD AUSTRAL DE CHILE;81380500-6;CHILE;REGION DE LOS RIOS
FONDEQUIP;II CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MAYOR FONDEQUIP – ANO 2021;EQY210001;2021;2021;JAIME SAN MARTIN ARISTEGUI;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;II CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MAYOR FONDEQUIP – ANO 2021;EQY210001;2021;2021;JAIME SAN MARTIN ARISTEGUI;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE SANTIAGO DE CHILE;60911000-7;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;II CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MAYOR FONDEQUIP – ANO 2021;EQY210001;2021;2021;JAIME SAN MARTIN ARISTEGUI;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE VALPARAISO;60921000-1;CHILE;REGION DE VALPARAISO
FONDEQUIP;II CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MAYOR FONDEQUIP – ANO 2021;EQY210001;2021;2021;JAIME SAN MARTIN ARISTEGUI;HOMBRE;INSTITUCION ASOCIADA;FUNDACION INRIA CHILE;65058044-3;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;II CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MAYOR FONDEQUIP – ANO 2021;EQY210001;2021;2021;JAIME SAN MARTIN ARISTEGUI;HOMBRE;INSTITUCION ASOCIADA;CORPORACION CENTRO DE ESTUDIOS AVANZADOS EN ZONAS ARIDAS;65997470-3;CHILE;REGION DE COQUIMBO
FONDEQUIP;II CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MAYOR FONDEQUIP – ANO 2021;EQY210001;2021;2021;JAIME SAN MARTIN ARISTEGUI;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD TECNOLOGICA METROPOLITANA;70729100-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;II CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MAYOR FONDEQUIP – ANO 2021;EQY210001;2021;2021;JAIME SAN MARTIN ARISTEGUI;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE LA SERENA;70783100-6;CHILE;REGION DE COQUIMBO
FONDEQUIP;II CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MAYOR FONDEQUIP – ANO 2021;EQY210001;2021;2021;JAIME SAN MARTIN ARISTEGUI;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE TALCA;70885500-6;CHILE;REGION DEL MAULE
FONDEQUIP;II CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MAYOR FONDEQUIP – ANO 2021;EQY210001;2021;2021;JAIME SAN MARTIN ARISTEGUI;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE MAGALLANES;71133700-8;CHILE;REGION DE MAGALLANES Y LA ANTARTICA CHILENA
